Kids,HouseholdSize,Sex,Vehicles,Food,Housing,Alcohol,Debt,income_category
0,2,male,0,68.112,377.83,21.57,50.731,Medium
2,3,male,1,62.287,386.62,13.763,42.199,Low
0,1,male,2,56.242,336.48,13.384,34.747,Low
2,4,male,0,29.228,292.04,14.069,110.764,Medium
0,1,male,0,53.55,372.06,18.631,71.874,High
2,4,female,1,42.858,296.9,18.925,77.169,Medium
0,1,female,1,57.195,366.78,16.61,60.943,Low
2,4,male,1,48.117,278.38,12.748,75.682,Medium
0,2,male,0,81.34,365.27,17.002,55.078,Low
0,2,male,0,66.206,407.8,14.176,63.375,Medium
2,4,male,1,50.309,277.94,16.018,63.689,Medium
0,1,male,0,68.8,332.99,17.234,51.674,Low
2,4,male,1,61.07,287.77,20.302,69.674,Medium
0,2,male,2,64.639,414.05,15.905,65.729,Medium
0,1,female,0,81.831,383.07,24.697,58.51,Medium
0,2,male,0,72.208,253.17,18.955,0,Medium
1,3,male,0,53.446,225.36,18.744,59.462,Low
0,1,female,0,57.929,247.16,17.464,48.29,Low
0,2,male,0,57.75,242.05,14.321,10.065,Medium
0,1,female,1,52.682,296.64,16.937,0,Low
0,1,male,1,63.145,324.57,18.824,55.342,Medium
0,1,female,0,43.206,320.43,14.886,52.787,Low
2,3,female,1,21.755,257.5,20.027,79.938,Medium
4,5,female,1,39.529,288.89,16.456,63.585,Low
0,2,male,1,40.73,220.67,13.923,57.006,Medium
2,4,female,2,54.447,306.7,20.361,54.315,Medium
0,3,male,2,55.496,265.33,16.716,53.65,High
1,3,male,1,42.348,267.93,13.005,67.155,Medium
0,1,male,1,74.775,291.5,15.89,61.699,Medium
0,2,male,1,70.307,312.39,21.571,65.819,Medium
2,4,female,2,57.13,269.08,13.273,96.86,Medium
1,3,female,1,46.695,355.75,17.498,74.25,Medium
2,4,male,1,55.228,276.28,20.389,57.553,Medium
0,1,male,1,45.389,344.3,16.674,58.424,Low
0,2,male,1,33.066,201.49,17.175,60.158,Low
2,4,female,0,62.838,247.04,18.19,54.497,Medium
1,2,female,1,71.905,293.57,17.315,78.187,Medium
0,2,male,1,42.895,307.53,17.123,79.221,Medium
0,2,male,0,52.066,331.66,12.702,103.099,Medium
3,5,male,2,58.106,331.69,20.491,54.915,High
2,4,male,1,51.794,322.46,16.818,63.322,High
0,2,male,1,66.471,336.13,17.885,43.032,Medium
0,2,female,0,62.042,390.73,18.945,47.733,Medium
0,2,male,1,52.144,300.04,18.437,56.111,Medium
0,1,male,1,56.586,355.13,18.098,39.996,Low
0,2,female,2,60.555,321.51,10.321,63.069,High
0,2,male,2,50.101,335.72,18.897,89.155,Medium
0,2,male,0,63.285,243.35,13.349,48.932,Medium
0,2,male,2,69.804,271.44,16.843,66.295,Medium
2,4,male,2,57.104,289.55,18.084,52.158,Medium
0,3,male,1,56.196,251.08,18.73,0,Medium
0,2,male,1,72.213,379.74,18.723,49.23,High
0,1,female,2,71.771,432.85,16.414,47.822,Medium
0,1,female,1,65.901,374.14,14.678,68.099,High
0,1,female,0,29.825,311.89,11.539,61.81,Low
0,1,female,1,54.815,313.96,18.944,69.029,Medium
2,4,male,2,70.128,344.11,19.448,62.914,Medium
0,2,male,2,57.085,336.7,14.054,40.338,Medium
0,1,female,1,57.912,310.32,22.977,83.427,Low
3,5,male,1,58.122,374.47,17.856,61.319,Medium
2,4,male,1,45.896,293.51,17.276,70.424,Medium
0,1,female,2,43.726,353.96,18.346,42.724,Low
2,5,male,0,52.727,301.59,17.834,34.853,Medium
0,2,male,0,38.6,275.38,20.423,54.42,Medium
1,2,female,2,62.927,359.77,19.078,60.091,Low
0,2,male,0,34.765,271.84,20.415,62.087,Medium
0,3,male,1,55.772,345.52,13.586,72.694,Medium
0,1,female,2,52.071,264.39,15.27,34.466,Low
0,1,male,1,36.526,316.06,20.477,108.625,Low
0,2,male,1,41.104,309.75,20.391,102.905,Medium
0,1,male,1,53.606,270.79,23.705,45.587,Low
0,3,female,0,61.969,288.91,11.118,37.43,Medium
1,2,female,2,57.41,274.77,19.075,50.625,Low
0,1,female,1,49.142,310.69,18.129,62.681,Low
0,2,male,1,70.717,256.55,15.432,88.992,Medium
0,2,female,1,35.041,287.43,10.476,59.692,Medium
2,4,male,1,45.311,370.62,14.574,60.829,High
1,2,female,1,55.828,341.48,13.516,54.702,Low
0,2,male,0,71.765,322.35,19.641,NA,Medium
0,2,female,1,61.632,381.43,17.614,63.459,Medium
2,4,male,1,73.255,407.14,20.21,54.821,Medium
1,3,male,0,55.017,327.38,16.883,64.545,Medium
0,1,male,1,48.858,237.95,10.085,57.965,Low
0,2,male,1,50.841,283.68,19.351,62.779,Low
1,4,female,2,54.219,320.24,13.12,61.967,Medium
0,1,male,1,53.369,314.93,16.841,50.776,Low
2,3,female,1,45.129,288.13,12.764,0,Medium
0,3,female,2,59.407,359.85,14.966,75.491,Medium
0,1,female,1,57.213,323.87,16.134,0,Low
0,2,male,0,71.951,400.42,12.577,54.759,Medium
3,5,male,1,71.899,278.36,13.45,61.458,Medium
0,1,female,0,67.918,326.97,17.807,43.837,Low
0,1,female,0,36.005,314.88,18.305,64.039,Low
0,1,female,2,51.194,349.54,22.656,66.052,Low
0,2,male,0,61.692,342.47,17.215,58.783,High
0,2,male,2,74.931,338.8,19.308,73.571,Medium
0,1,male,1,59.272,291.72,17.518,60.81,Low
0,2,female,1,59.155,460.16,18.677,46.672,Medium
0,2,male,2,17.918,223.11,18.286,53.449,High
2,4,male,1,34.47,244.19,20.289,54.981,High
0,2,male,2,80.379,358.02,20.08,80.442,Low
0,2,male,2,60.18,296.76,12.702,45.354,High
0,3,male,2,61.099,423.28,17.102,60.39,High
0,2,female,1,43.604,308.03,18.794,85.84,Medium
0,1,female,1,72.712,272.38,20.272,61.578,Low
0,1,male,2,52.371,258.08,16.438,60.507,Low
2,4,male,1,57.589,307.54,12.743,63.909,Medium
0,1,female,1,59.554,304.3,13.255,52.391,Medium
1,4,male,2,52.828,253.21,18.413,0,Medium
0,1,female,1,65.862,271.6,13.599,65.959,Medium
2,4,male,1,72.844,294.41,19.345,65.845,Medium
1,3,female,0,58.097,366.59,16.127,46.268,Low
2,5,female,1,51.501,168.68,12.991,33.371,High
0,2,male,4,79.306,310.56,17.991,36.46,Low
0,1,male,1,41.811,300.33,18.438,65.759,Medium
2,3,female,0,75.924,373.35,17.396,72.719,Low
0,1,female,0,52.1,267.07,16.732,81.731,Medium
0,1,female,0,78.256,304.3,16.656,42.501,Low
0,2,male,1,43.298,308.4,7.941,75.982,Low
0,1,male,2,66.092,295.42,15.629,61.922,Low
0,2,male,3,76.561,374.45,14.065,74.534,Medium
0,2,male,0,60.726,263.34,14.662,86.679,Medium
0,1,female,0,26.803,285.21,16.865,77.089,Low
0,2,male,2,75.831,339.03,17.941,71.739,Medium
0,2,male,2,55.253,257.54,20.521,73.253,High
0,2,female,1,57.886,282.68,18.456,48.634,High
0,2,male,1,51.249,299.59,15.182,67.99,High
0,1,male,0,37.964,314.95,16.575,81.103,Low
0,1,male,1,66.263,373.53,14.325,87.083,Low
0,2,male,1,89.611,405.18,20.513,66.729,High
1,4,male,2,45.052,377.69,16.11,59.739,High
0,1,female,1,46.044,340.17,20.125,59.609,Medium
0,1,male,2,91.231,342.29,17.325,71.606,Medium
1,2,male,1,63.366,302.84,16.785,53.461,Medium
0,2,male,2,55.93,325.16,17.282,64.369,Medium
1,3,female,0,48.259,323.94,22.971,52.868,Medium
0,2,female,1,48.063,291.79,14.142,56.107,Medium
3,5,male,0,71.201,331.78,21.271,70.522,Medium
2,4,male,1,43.942,296.35,15.479,58.297,Medium
0,2,female,1,58.458,316.02,20.75,63.978,High
0,1,female,2,83.259,397.27,10.978,51.084,Low
0,2,male,1,61.187,337.72,16.418,58.619,Low
2,4,male,0,69.03,320.29,13.876,0,Medium
0,2,male,1,50.429,269.46,16.491,72.234,Medium
0,3,male,0,57.966,350.26,22.964,65.867,Medium
0,1,female,1,80.184,272.52,20.197,39.2,Low
0,1,female,1,50.281,354.29,13.318,37.568,Low
0,4,female,0,39.659,249.45,16.402,75.104,High
0,1,male,0,54.358,458.88,13.035,30.413,Medium
0,2,female,0,60.059,390.51,15.494,44.052,Medium
3,5,male,2,52.651,412.63,8.567,69.727,Medium
0,1,male,1,42.705,328.14,14.437,41.497,Low
0,1,female,1,45.829,250.52,15.478,54.426,Medium
0,1,male,1,74.067,328.5,19.663,67.572,Medium
0,2,male,0,54.94,300.13,19.569,77.126,Low
1,3,male,2,65.327,264.8,18.42,33.154,Medium
1,2,female,1,49.473,343.52,16.349,56.989,Medium
1,2,female,2,84.804,390.51,15.993,63.102,Medium
0,2,male,1,48.522,246.61,19.784,50.845,Medium
0,2,male,2,58.553,242.38,16.515,45.479,Medium
1,2,female,0,45.483,312.77,20.096,73.253,Medium
2,4,male,2,67.447,340.09,19.46,74.698,High
0,2,female,2,79.076,379.33,17.511,47.808,Medium
0,1,male,2,41.576,268,14.431,61.557,Low
0,1,male,1,81.184,338.45,17.317,48.63,Medium
1,3,male,1,49.919,330.61,16.947,57.036,High
0,3,male,1,60.935,295.98,21.478,41.431,Medium
0,1,male,1,50.563,396.14,19.706,57.459,Medium
1,3,male,1,49.034,290.93,11.31,47.122,Medium
0,1,male,2,60.948,354.73,16.345,43.825,Medium
0,1,female,0,41.757,329.87,20.816,42.541,Low
6,8,male,0,56.424,313.56,16.787,62.207,Medium
0,2,male,1,51.915,303.72,19.752,70.129,High
0,2,male,2,68.798,327.04,10.392,29.572,Medium
1,2,female,2,77.162,303.87,17.787,67.667,Medium
0,1,male,2,77.244,406.18,14.685,77.078,Medium
0,1,female,3,54.538,282.93,16.495,54.346,Low
0,1,male,1,54.247,293.74,17.504,94.888,Medium
1,3,female,1,41.689,379.96,15.156,0,Medium
0,2,female,2,64.481,339.38,19.616,70.884,Medium
0,2,female,1,88.744,394.63,17.139,49.559,Medium
0,3,male,2,68.78,382.4,25.978,58.102,Medium
0,2,male,1,58.957,221.76,15.8,41.803,Medium
0,2,male,2,53.24,268.93,16.146,70.971,Medium
0,1,female,0,44.006,242.19,15.507,35.724,Medium
2,4,male,0,65.056,279.63,13.565,57.065,Medium
2,4,male,1,54.342,385.98,16.082,48.066,Medium
2,5,male,1,47.342,229.37,19.95,75.039,Medium
0,2,male,1,67.477,298.59,17.057,40.242,Medium
0,2,male,0,61.651,366.42,20.079,60.061,Medium
0,2,female,2,50.366,293.14,14.064,41.152,Medium
2,3,female,2,74.59,320.66,17.035,56.885,Medium
0,1,male,2,61.236,278.4,11.328,51.286,Medium
0,1,female,0,42.975,274.72,12.461,55.904,Low
0,1,male,0,68.709,324.41,22.374,70.003,Medium
0,2,male,0,76.638,367.6,17.134,44.365,Medium
0,1,male,1,68.118,294.6,14.597,49.119,Low
0,1,female,1,49.118,262.22,18.095,45.251,Low
0,1,male,2,64.799,399.97,13.218,70.392,Low
0,3,male,1,58.444,274.25,18.42,64.228,Medium
0,1,male,0,67.303,360.07,15.11,68.175,Medium
0,1,female,0,37.463,330.47,20.287,60.148,Medium
1,3,male,1,42.863,295.85,20.073,53.047,Medium
0,2,female,0,59.68,292.29,20.526,58.352,Medium
1,3,male,2,45.094,316.18,16.031,65.729,Medium
0,2,male,2,62.837,352.38,20.044,76.285,Medium
2,4,male,1,56.273,321.11,16.551,0,High
0,2,male,0,64.103,323.23,14.219,65.549,Medium
2,4,male,0,74.766,352.59,12.184,51.954,Medium
0,2,male,1,37.421,247.47,15.431,99.767,Medium
0,1,female,1,76.45,306.41,16.406,61.783,Medium
4,6,female,2,55.046,338.95,19.039,30.252,Medium
0,1,male,2,45.561,234.41,15.05,64.724,Medium
5,7,female,1,65.026,324.12,16.632,53.905,Medium
0,1,male,1,62.483,311.7,13.791,60.997,Medium
0,1,female,1,28.161,315.04,15.806,82.472,Low
2,4,male,1,52.863,470.04,13.582,68.57,Medium
0,2,male,3,33.053,244.61,13.621,43.548,Low
0,2,female,0,65.154,368.83,19.313,138.408,Medium
0,1,male,1,60.321,314.52,14.269,51.7,Medium
0,4,female,1,36.876,309.48,20.226,67.406,High
0,1,female,0,60.479,313.4,15.818,48.09,Medium
0,1,female,1,44.911,271.56,18.378,71.151,Low
3,5,male,2,56.89,278.07,15.972,94.038,Medium
0,2,female,1,69.038,350.07,20.666,69.027,Medium
0,1,female,1,52.643,294.18,19.606,50.226,Low
0,2,male,1,75.342,313.86,19.23,59.643,High
0,3,male,1,53.439,309.41,17.515,49.811,High
0,2,male,1,72.506,309.87,16.564,44.967,Medium
0,1,female,2,63.47,405.94,21.786,58.142,Low
0,1,female,1,60.876,328.7,11.098,56.807,Medium
0,2,male,2,46.988,313.48,10.239,72.967,Medium
4,6,male,0,34.748,224.51,17.313,78.149,Medium
1,2,female,0,70.528,323.12,12.458,53.075,Medium
0,2,female,2,56.141,425.4,18.762,71.981,Low
3,5,female,0,47.367,272.96,15.167,40.739,Medium
0,1,male,2,57.695,443.76,17.484,59.302,Low
0,2,male,2,74,290.03,14.509,51.372,Medium
0,1,male,3,94.881,384.35,14.156,62.06,Low
0,2,male,2,78.762,393.39,16.046,71.991,Medium
0,1,male,1,51.613,354.38,16.173,52.618,Low
1,2,female,1,85.421,403.72,19.476,64.81,Medium
1,2,female,1,51.09,298.85,21.19,59.194,Low
1,3,female,2,56.932,331.39,20.494,57.77,Medium
0,1,female,2,67.622,410.21,17.491,106.396,Low
0,1,female,0,56.124,287.72,18.954,64.25,Low
0,1,female,2,68.62,384.91,18.6,54.215,Medium
2,3,female,0,68.553,327.65,15.878,91.818,Low
0,2,male,4,49.906,331.5,14.984,55.255,Medium
0,1,female,0,47.668,305.12,17.644,60.415,Medium
0,2,male,1,21.513,162.45,21.377,0,Medium
0,1,female,2,72.713,373.14,15.487,70.369,Medium
0,1,female,1,55.275,377.41,10.282,75.17,Medium
2,4,male,2,51.494,374.53,16.01,45.557,Medium
0,1,female,2,50.304,408.83,14.466,76.781,Low
2,4,male,0,38.492,451.09,14.299,77.518,Medium
1,2,female,3,56.094,348.36,15.923,53.218,Low
2,3,female,1,51.032,255.47,14.69,74.513,Medium
1,3,female,1,59.607,263.7,20.156,50.565,Medium
2,4,male,2,48.584,239.16,22.506,61.73,Medium
0,2,male,2,65.037,322.15,14.946,56.492,Medium
0,2,female,0,57.32,301.8,17.094,63.234,Medium
3,5,male,1,64.191,344.83,13.394,49.649,Medium
1,2,female,1,79.794,464.28,19.033,84.12,Medium
2,4,male,1,52.633,289.9,19.576,75.068,Low
0,1,male,2,62.385,291.79,20.714,55.293,Low
1,2,female,0,51.627,329.05,20.486,83.538,Medium
0,2,male,1,64.789,318.91,16.198,0,Medium
2,4,male,1,63.251,365.7,16.999,54.261,Medium
2,4,male,1,62.918,383.36,16.733,77.347,Medium
2,4,male,1,82.699,294.79,16.206,50.078,Low
2,4,male,1,71.059,301.95,13.178,70.462,High
0,1,female,1,56.451,250.98,12.243,43.674,Low
0,2,male,1,24.254,289,11.134,77.262,Medium
0,2,female,0,68.737,292.65,13.978,75.406,Medium
0,2,female,1,59.496,327.29,15.074,53.498,Medium
2,4,male,3,59.02,274.79,19.35,0,Medium
3,5,male,2,43.758,287.98,18.171,67.015,High
1,3,male,2,45.128,225.06,17.177,49.835,Medium
2,4,male,1,59.305,277.37,15.931,37.094,Medium
0,1,female,1,36.267,299,22.209,56.455,Low
1,2,female,0,54.042,341.03,16.167,47.356,Low
2,4,male,0,43.988,284.05,18.303,54.372,Medium
1,2,female,0,59.177,281.62,19.158,93.821,Low
0,1,female,0,72.29,405.8,17.417,52.693,Low
8,11,male,2,47.514,354.67,13.167,82.427,High
2,4,female,2,72.632,368.24,18.206,74.353,Medium
0,3,male,3,53.079,321.77,19.893,108.723,Medium
0,2,male,2,69.197,328.24,17.331,79.091,Medium
0,5,male,4,63.087,303.07,19.501,92.293,High
0,1,male,1,63.203,340.53,14.24,29.82,Low
0,1,male,2,59.969,283.09,19.057,90.513,Low
3,5,male,1,54.716,280.11,17.113,92.113,High
0,1,female,1,65.27,341.09,13.389,69.226,Medium
0,2,male,1,35.346,275.05,11.737,0,Medium
0,1,male,2,58.905,329.58,16.688,85.067,Medium
0,1,female,1,83.226,335.72,16.356,68.164,Low
0,3,male,1,68.601,311.3,16.21,53.781,Medium
1,2,female,1,73.978,347.14,23.078,67.208,Low
0,2,male,3,57.454,331.93,18.17,75.283,High
1,3,male,1,36.7,310.58,19.662,44.043,Medium
2,4,male,2,45.759,274.34,17.112,75.095,Medium
0,2,male,1,49.084,291.37,11.785,77.832,Medium
0,2,female,2,50.955,289.64,18.239,63.655,Medium
0,2,male,1,52.786,300.78,17.171,63.622,Medium
0,1,male,1,51.696,279.85,14.447,63.483,Medium
2,4,male,1,52.051,330.29,12.816,45.504,Medium
4,5,female,1,42.353,305.57,16.946,56.031,Medium
0,2,male,1,21.582,280.11,21.624,57.085,Medium
0,2,male,5,75.669,287.87,19.462,49.215,Medium
1,3,male,1,57.32,306.25,22.432,52.537,High
0,1,male,1,66.895,283.45,15.228,60.93,Medium
1,2,female,1,57.39,379.87,17.427,107.847,Medium
3,5,male,2,44.458,339.74,15.371,55.383,Medium
1,2,female,2,55.026,273.27,15.461,64.96,Low
0,6,female,0,71.15,343.84,13.259,49.73,Medium
0,1,male,0,53.114,294.16,15.48,0,Low
0,2,male,0,66.086,307.38,14.844,65.698,Low
0,2,male,2,66.505,388.79,15.183,49.16,Medium
0,2,male,0,57.988,368.64,19.504,59.619,Low
2,5,male,1,26.467,239.52,21.125,76.433,Medium
0,2,male,1,52.313,260.62,12.386,47.086,Medium
0,2,male,2,74.312,327.93,17.957,61.144,Medium
0,1,female,1,57.21,338.77,18.944,41.301,Medium
0,1,male,1,55.873,316.4,17.218,55.804,Medium
2,4,female,1,60.091,339.04,12.364,52.051,Medium
0,2,male,1,50.931,272.6,16.841,34.731,Low
0,2,female,0,69.801,344.65,16.428,54.862,Medium
1,3,male,1,50.328,306.42,18.516,83.736,Medium
1,2,female,1,81.25,385.81,21.191,47.494,Medium
3,5,male,1,88.369,317.27,21.2,42.148,High
0,1,female,1,61.023,391.42,20.624,0,Medium
0,1,male,2,47.314,265.53,18.822,69.126,Medium
0,2,male,3,71.722,352.63,14.493,52.46,High
0,2,female,1,54.907,329.79,13.003,25.553,Medium
0,2,male,1,64.122,414.98,18.302,77.902,Medium
0,2,female,1,45.455,205.87,14.72,47.811,Medium
0,3,male,0,44.388,287.8,17.255,55.536,High
0,2,male,1,59.266,342.21,17.116,94.795,High
3,4,female,0,50.991,380.36,16.552,80.169,Medium
0,6,male,2,45.251,303.27,17.075,70.95,Medium
2,4,female,0,61.531,410.71,18.844,111.01,Medium
0,2,male,1,51.236,330.05,22.905,68.487,Low
2,4,male,2,67.2,299.24,20.926,61.151,High
1,2,female,2,65.358,338.87,22.698,50.664,Low
0,2,female,1,71.06,359.9,16.635,71.962,Medium
0,1,male,2,64.384,287.52,19.253,43.389,Medium
4,5,female,1,71.518,424.2,12.841,71.486,Low
1,3,male,1,84.251,394.75,11.189,76.302,Medium
0,1,male,0,49.872,271.91,16.379,0,Low
2,4,female,1,53.518,389.99,17.047,66.021,Medium
0,2,male,1,49.067,293.06,18.088,96.56,Medium
1,4,male,0,58.413,396.6,14.634,54.341,Medium
0,1,female,2,73.469,378.1,19.355,53.261,Low
0,1,male,0,54.358,354.83,16.888,51.249,Low
0,1,female,1,43.858,333.47,10.128,68.953,Low
2,4,male,1,50.57,352.64,11.843,41.301,Medium
0,2,male,0,48.425,290.28,12.5,80.829,Medium
0,3,male,1,58.398,289.86,14.302,0,Medium
0,1,female,1,50.952,345.6,18.593,43.116,Low
0,1,female,1,75.213,386,18.942,62.31,Medium
3,6,male,0,73.122,326.73,17.67,50.839,Medium
2,4,male,1,58.895,280.08,17.565,66.47,High
0,1,male,0,68.77,345.56,18.743,61.992,Low
0,3,male,0,37.142,421.13,19.464,58.31,Medium
0,1,male,2,42.442,325.13,15.961,64.456,Medium
0,2,female,1,73.283,399.05,19.496,63.561,Medium
0,1,male,0,51.095,333.69,17.592,115.847,Low
0,1,female,1,27.661,296.95,14.574,72.14,Low
3,4,female,2,47.751,316.88,18.705,76.944,Medium
0,1,female,1,63,432.36,16.392,0,Low
1,3,male,0,80.677,343.66,16.141,74.93,Medium
3,5,female,0,48.513,298.94,18.109,75.178,Medium
0,1,female,2,35.786,222.85,11.846,33.775,Low
2,4,male,1,65.627,316.56,16.425,58.475,Medium
0,1,male,1,63.194,333.62,14.61,48.538,Medium
0,1,male,1,70.919,351,18.741,61.949,Medium
0,1,male,3,71.876,350.75,17.286,59.751,Medium
0,1,male,0,66.906,286.44,18.764,63.04,Low
1,3,male,1,60.555,317.19,16.349,58.859,High
0,1,female,0,66.283,274.34,21.151,0,Medium
0,4,female,0,54.324,286.16,20.534,70.147,High
3,4,female,1,74.785,300.41,15.807,73.849,Medium
1,2,female,1,54.146,332.37,14.639,67.942,Medium
4,6,male,1,46.128,281.83,17.177,0,Medium
0,1,female,1,53.486,309.78,15.219,103.72,Low
1,5,male,2,71.589,291.56,18.277,73.502,High
2,4,male,1,78.587,316.2,21.628,43.076,Medium
0,1,female,2,63.267,268.09,12.896,48.913,Low
0,1,male,1,59.594,327.77,8.938,0,Low
0,1,female,1,22.479,249.43,22.882,96.316,Medium
2,4,male,0,67.931,308.71,19.205,58.29,Medium
1,2,female,1,66.551,256.02,22.464,66.037,Low
0,1,female,1,80.671,362.28,17.605,50.913,Low
1,4,female,2,35.71,226.69,12.061,36.559,Medium
1,5,male,1,74.224,333.32,22.657,60.447,Medium
1,3,male,2,74.523,282.14,13.722,70.838,High
0,1,female,2,48.79,400.13,18.131,48.71,Medium
0,2,male,1,85.941,391.85,17.116,68.638,High
1,3,male,1,55.783,373.1,18.289,32.726,Medium
2,4,male,0,39.168,312.94,16.02,77.706,Low
1,4,male,2,49.002,243.1,15.851,73.244,Medium
0,2,female,0,53.704,306.27,14.852,55.943,Low
0,2,male,2,64.513,296.89,13.804,58.367,Medium
0,2,male,0,71.261,389.97,19.156,89.961,High
3,5,male,1,34.744,375.94,11.917,42.913,Medium
3,5,male,1,42.451,287.89,16.943,63.622,High
0,1,female,1,43.223,377.19,19.657,54.154,Medium
0,1,male,0,38.611,270.79,18.552,58.351,Medium
0,1,female,1,46.726,267.83,11.03,38.67,Low
1,3,male,2,56.255,280.57,18.489,65.31,High
0,2,male,1,54.965,315.76,12.711,47.082,Medium
0,2,male,2,72.769,337.42,18.125,74.977,High
0,2,female,1,82.837,230.42,13.97,39.096,Medium
4,5,female,0,46.869,259.76,17.691,63.689,Low
2,4,male,1,56.59,455.69,20.02,72.226,Medium
3,5,male,1,42.308,342.25,14.286,77.577,Medium
1,3,female,0,55.28,355.01,14.008,48.109,Medium
4,6,male,1,66.557,314.8,16.492,54.821,Medium
1,3,female,1,43.612,316.46,15.745,59.306,Medium
0,2,male,1,63.517,293.42,14.702,58.492,Medium
1,3,male,1,61.26,374.89,13.507,65.46,Medium
0,1,female,2,45.375,258.33,16.677,55.313,Low
0,1,male,0,64.614,364.15,21.412,45.065,Medium
1,2,female,2,55.957,335.54,14.315,NA,Medium
0,1,female,2,54.391,278.7,18.865,128.556,Low
0,2,female,1,50.304,277.76,20.488,68.346,Medium
1,3,female,1,34.062,298.26,14.099,78.024,Medium
0,3,male,1,39.026,325.07,15.039,64.862,High
0,2,male,0,63.918,378.75,12.812,38.564,Medium
1,3,male,2,68.824,370.8,18.86,57.187,High
0,3,female,1,66.282,301.38,14.815,43.888,Medium
0,1,female,0,46.266,292.97,19.747,85.658,Medium
3,5,male,1,65.75,314.3,13.634,56.322,Medium
0,4,male,2,57.156,488.59,15.647,58.851,High
0,1,male,0,41.155,275.22,16.138,78.421,Low
0,1,female,1,52.259,242.45,20.306,48.672,Medium
0,2,male,0,44.423,322.14,17.36,85.563,Medium
0,1,female,1,56.76,364.5,17.917,82.839,Low
0,2,female,1,48.227,233.23,13.533,41.962,Medium
0,1,male,0,68.89,237.14,13.77,33.218,Low
0,2,female,0,65.213,275.97,16.123,45.383,Medium
0,1,female,0,58.45,315.36,18.935,74.715,Low
0,1,female,1,53.639,402.51,17.224,67.848,Low
0,1,male,0,74.25,377.1,16.172,61.697,Low
0,3,male,1,51.409,284.35,17.913,46.502,Medium
2,4,male,0,49.752,288.36,19.651,57.825,Medium
0,4,male,2,49.878,245.19,14.745,61.996,High
0,1,female,0,47.665,303.29,15.706,35.501,Low
0,3,male,0,46.139,340.04,19.53,95.112,Medium
1,3,male,1,50.566,266.82,15.64,71.729,High
0,1,female,2,64.284,336.77,20.161,63.189,Low
0,1,female,1,58.819,298.69,19.912,54.698,Low
0,2,male,2,62.591,334.52,17.906,0,Medium
0,2,male,2,62.316,347.42,11.751,42.591,Low
0,1,female,1,74.418,390.5,15.712,63.797,Low
0,2,female,1,60.343,295.93,19.121,46.224,Medium
0,4,male,0,47.221,279.58,19.126,70.604,Medium
2,4,male,0,57.487,302.99,16.046,47.638,Medium
0,1,male,2,54.016,320.27,10.037,45.58,High
0,1,male,0,71.632,326.49,16.912,74.56,Low
2,4,male,1,36.812,304.7,12.61,78.192,Low
0,1,male,2,56.111,292.21,15.572,60.062,Low
0,1,female,2,58.922,306.91,13.537,61.288,Medium
0,2,male,0,76.623,483.92,17.416,73.573,Medium
0,1,female,2,53.135,246.63,16.094,39.579,Low
2,4,male,2,66.843,324.97,11.033,42.753,Medium
2,4,male,1,57.928,282.07,18.058,55.577,Medium
2,4,male,1,44.614,261.27,19.937,83.944,Medium
2,3,female,2,55.79,347.44,20.545,87.185,Low
0,2,male,1,50.464,256.72,11.388,98.603,Medium
0,1,female,2,40.665,296.7,18.328,78.292,Low
0,4,female,2,52.426,317.67,14.032,57.498,Medium
0,2,male,1,61.649,257.73,19.071,62.232,Medium
0,3,male,1,44.973,314.83,17.024,58.312,Medium
0,3,male,0,30.048,286.61,23.19,63.966,Medium
0,1,female,1,75.129,347.16,16.794,81.649,Medium
0,1,male,0,55.748,314.74,13.095,0,Medium
1,3,male,0,84.979,398.59,18.858,40.041,Medium
0,2,male,2,74.178,362.56,21.155,38.162,Low
0,2,female,2,52.919,265.01,12.852,58.728,Medium
0,2,male,1,42.243,351.07,15.323,82.469,Medium
0,3,male,2,56.106,281.29,17.207,86.404,Medium
0,1,female,2,67.2,265.04,15.513,47.614,Low
0,1,male,2,69.445,343.65,16.107,59.399,Medium
0,2,male,1,74.463,268.38,23.113,62.226,Medium
0,2,female,0,64.374,362.01,16.1,74.179,Medium
0,2,male,1,69.749,361.42,21.228,80.876,Medium
0,3,male,1,58.401,279.76,13.885,34.455,Medium
3,4,female,0,44.796,230.62,16.262,48.859,Medium
0,1,female,0,64.468,306.54,20.378,66.823,Low
0,1,female,1,46.941,279.21,16.518,67.437,Low
0,2,male,1,68.326,291.48,16.737,49.443,Medium
1,3,male,1,57.759,361.81,17.576,64.362,Medium
2,3,female,0,64.36,344.65,15.977,0,Low
1,3,male,0,55.314,302.15,16.262,42.912,Medium
0,2,female,1,82.856,410.38,21.936,65.045,Medium
0,2,male,1,51.575,255.39,17.757,82.11,Low
0,2,male,2,60.075,295.65,16.94,45.271,Medium
0,2,male,1,66.698,295.02,10.673,34.655,Medium
0,2,female,3,44.329,295.7,16.827,40.04,Medium
1,3,male,1,44.699,309.61,10.382,71.049,High
2,4,male,2,43.972,345.96,16.66,74.36,Medium
0,2,male,4,54.135,279.45,12.912,106.017,Medium
0,1,female,2,51.45,390.63,12.971,71.924,Medium
0,1,male,1,60.623,356.76,16.084,58.725,Medium
0,1,female,0,47.304,259.61,19.116,63.973,Low
0,1,male,0,71.592,278.1,19.236,50.333,Medium
2,5,male,1,74.35,355.45,16.587,47.763,Medium
